index,title,date,nyt_firstPublished,nyt_byline,nyt_headline,nyt_summary,nyt_url,isTheaterReview,nyt_openDate,nyt_startDate,nyt_stopDate,nyt_cast,nyt_creators,nyt_name,nyt_venue
6498,The Seafarer,2018-04-18,2018-04-19,By Ben Brantley,Theater Review: Matthew Broderick Finds His Inner Satan,"In the Irish Repertory Theater’s solid revival of Conor McPherson’s Christmas classic, the Devil sits down for Yuletide wassail and a game of cards.",https://www.nytimes.com/2018/04/18/theater/the-seafarer-review-matthew-broderick.html,true,2018-04-18,2018-03-30,2018-05-24,"Matthew Broderick, Colin McPhillamy, Michael Mellamphy, Andy Murray and Tim Ruddy",Written by Conor McPherson; Directed by Ciarán O'Reilly,The Seafarer,Irish Repertory Theater
4664,The Seagull,2008-03-13,1999-03-13,By Peter Marks,THEATER REVIEW; Pick a 'Seagull' to Touch The Heart or the Head,Peter Marks reviews two productions of Chekhov's Seagull presented by Pearl Theater Company and Target Margin Theater (M),https://www.nytimes.com/1999/03/13/theater/theater-review-pick-a-seagull-to-touch-the-heart-or-the-head.html,true,,,,,,,
5675,The Seagull,2013-10-13,1999-03-13,By Peter Marks,THEATER REVIEW; Pick a 'Seagull' to Touch The Heart or the Head,Peter Marks reviews two productions of Chekhov's Seagull presented by Pearl Theater Company and Target Margin Theater (M),https://www.nytimes.com/1999/03/13/theater/theater-review-pick-a-seagull-to-touch-the-heart-or-the-head.html,true,,,,,,,
6605,The Secret Life of Bees,2019-06-13,2019-06-14,By Jesse Green,Review: ‘The Secret Life of Bees’ Is a Musical Lacking a Sting,"Despite its top creative team, an adaptation of the popular Sue Monk Kidd novel feels like a first draft.",https://www.nytimes.com/2019/06/13/theater/secret-life-of-bees-review.html,true,2019-06-13,2019-05-12,2019-07-21,"Romelda Teron Benjamin, Joe Cassidy, Vita E. Cleveland, Eisa Davis, Matt DeAngelis, Manoel Felciano, Brett Gray, Jai'Len Josey, LaChanze, Anastacia McCleskey, Saycon Sengbloh, Nathaniel Stampley and Elizabeth Teeter",Book by Lynn Nottage; Music by Duncan Sheik; Lyrics by Susan Birkenhead; Directed by Sam Gold,The Secret Life of Bees,Atlantic Theater Company at the Linda Gross Theater
5298,The Select (The Sun Also Rises),2011-09-11,2011-09-12,By Ben Brantley,"A Lost Generation Drinks Up, Always on Jake Barnes’s Tab","“The Select (The Sun Also Rises)” is a lively riff on Ernest Hemingway’s first and greatest novel, but it never entirely wraps its mind around the style and essence of the book that inspired it.",https://www.nytimes.com/2011/09/12/theater/reviews/the-select-the-sun-also-rises-review.html,true,2011-09-11,2011-08-19,2011-10-23,"Starring Mike Iveson as Jake Barnes, Lucy Taylor as Brett Ashley and Matt Tierney as Robert Cohn; also Frank Boyd, Vin Knight, Kate Scelsa, Kaneza Schaal, Pete Simpson, Susie Sokol and Ben Williams","Created by Elevator Repair Service (ERS) based on Ernest Hemingway's novel, 'The Sun Also Rises, ddirected by John Collins",The Select (The Sun Also Rises),New York Theater Workshop
6707,The Selfish Giant,2018-10-13,1994-11-10,By Wilborn Hampton,IN PERFORMANCE; THEATER,,https://www.nytimes.com/1994/11/10/theater/in-performance-theater-786314.html,true,,,,,,,
4625,The Sensuous Woman,2007-10-06,1996-06-29,By Ben Brantley,"THEATER REVIEW;A Character Adds Energy, And a Play Picks Up Bite",,https://www.nytimes.com/1996/06/29/theater/theater-review-a-character-adds-energy-and-a-play-picks-up-bite.html,true,,,,,,,
4197,The Seven,2006-02-12,1995-05-09,By Ben Brantley,THEATER REVIEW; A Quick-Change Artist Tries On Seven Identities,,https://www.nytimes.com/1995/05/09/theater/theater-review-a-quick-change-artist-tries-on-seven-identities.html,true,,,,,,,
6683,The Shadow of a Gunman,2019-02-12,1999-04-22,By Wilborn Hampton,"THEATER REVIEW; A Master's First Success, on the Futility of Violence","Wilborn Hampton reviews Irish Repertory Theater production of Sean O'Casey play The Shadow of a Gunman, directed by Charlotte Moore (M)",https://www.nytimes.com/1999/04/22/theater/theater-review-a-master-s-first-success-on-the-futility-of-violence.html,true,,,,,,,
5203,The Shaggs: Philosophy of the World,2011-06-07,2011-06-07,By Charles Isherwood,"Three Sisters, a Deluded Dad and Some Wretched Rock","The story of the Shaggs, a bad band that became something of a legend, is based on an actual footnote in rock ‘n’ roll history.",https://www.nytimes.com/2011/06/08/theater/reviews/the-shaggs-philosophy-of-the-world-at-playwrights-horizons.html,true,2011-06-07,2011-05-12,2011-07-03,"Starring Kevin Cahoon, Peter Friedman, Annie Golden, Jamey Hood, Steve Routman, Cory Michael Smith, Sarah Sokolovic and Emily Walton",,The Shaggs: Philosophy of the World,Playwrights Horizons
4871,The Shanghai Gesture,2009-04-30,2009-05-01,By Anita Gates,A Madam’s Machinations in a House of Prostitution,"Sometimes the Mirror Repertory Company’s production of “The Shanghai Gesture” is lovely, quiet and slightly mysterious, but too often it gets carried away with itself.",https://www.nytimes.com/2009/05/02/theater/reviews/02gest.html,true,2009-04-30,2009-04-23,2009-05-24,"Starring Tina Chen, Richard B. Watson, Marcus Ho, Larry Pine, Sabrina Veroczi, John Haggerty, Elena McGhee, Rob Yang, Helen Coxe, John Fitzgibbon, Allen Lewis Rickman, Victoria Guthrie, Erin Krakow, Robert Lydiard, Seth Powers, Jacey Powers, Jo Yaang, Roger Wang, Nick Sakai, Toshiji Takeshima, Hyosun Choi and Nadia Gan",,The Shanghai Gesture,Julia Miles Theater
5236,The Shaughraun,2011-05-01,1998-11-21,By Wilborn Hampton,THEATER REVIEW; The Plot Keeps Thickening Like a Well-Made Irish Stew,Wilborn Hampton reviews Irish Repertory Theater's production of Dion Boucicault's play Shaughraun; photo (M)1,https://www.nytimes.com/1998/11/21/theater/theater-review-the-plot-keeps-thickening-like-a-well-made-irish-stew.html,true,,,,,,,
5233,The Shoemaker,2011-07-24,1987-03-24,By D.j.r. Bruckner,THEATER: 'SHOEMAKERS',,https://www.nytimes.com/1987/03/24/theater/theater-shoemakers.html,true,,,,,,,
4852,The Singing Forest,2009-04-27,1994-01-26,By Wilborn Hampton,Theater in Review,,https://www.nytimes.com/1994/01/26/theater/theater-in-review-991619.html,true,,,,,,,
6941,The Slab Boys,1983-03-07,1983-03-08,By Frank Rich,"THEATER: 'SLAB BOYS,' A TALE OF SCOTTISH WORKERS",,https://www.nytimes.com/1983/03/08/theater/theater-slab-boys-a-tale-of-scottish-workers.html,true,,,,,,,
4665,The Slug Bearers of Kayrol Island (or the Friends of Dr. Rushower),2008-02-11,2008-02-13,By Ben Brantley,The Worlds of Flesh and of Ink Blur in an Animated Landscape,This deadpan fable of colliding cultures from the urban-lore cartoonist Ben Katchor blurs the line between two and three dimensions to the point that it creates its own spatial universe.,https://www.nytimes.com/2008/02/13/theater/reviews/13bran.html,true,2008-02-12,2008-01-25,2008-03-16,"Starring Stephen Lee Anderson, Tom Riis Farrell, Jody Flader, Peter Friedman, Matt Pearson, Bobby Steggert and Will Swensen",,"The Slug Bearers of Kayrol Island (Or, The Friends of Dr. Rushower)",Vineyard Theater
5044,The Sneeze,2010-09-26,2010-10-01,By David Rooney,Gesundheits as Chekhov and Vaudeville Collide,"“The Sneeze,” at City Center, offers an uneven look at a collection of Chekhov pieces presented by the Pearl Theater.",https://www.nytimes.com/2010/10/02/theater/reviews/02sneeze.html,true,2010-09-26,2010-09-17,2010-10-31,,,The Sneeze,City Center - Stage II
6867,The Sorceress,--,2019-12-18,By Alexis Soloski,Review: ‘The Sorceress’ Casts a Charming Spell in Yiddish,"Now playing at the Museum of Jewish Heritage, the 19th-century operetta is a fairy tale confection you can feel right down to your kishkes.",https://www.nytimes.com/2019/12/18/theater/review-the-sorceress-yiddish.html,true,,,,,,,
4723,"The Sound and the Fury (April Seventh, 1928)",2008-04-29,2008-04-30,By Ben Brantley,"Faulkner’s Haunted Family, Moving in and Out of Time","Elevator Repair Service brings a sanity, humility and theatrical ingenuity to their interpretation of William Faulkner’s 1929 novel.",https://www.nytimes.com/2008/04/30/theater/reviews/30sound.html,true,2008-04-29,2008-04-15,2008-06-01,"Starring Mike Iveson, Vin Knight, Aaron Landsman, April Matthis, Annie McNamara, Randolph Curtis Rand, Greig Sargeant, Kate Scelsa, Kaneza Schaal, Susie Sokol, Tory Vazquez and Ben Williams",,"The Sound and the Fury (April Seventh, 1928)",New York Theater Workshop
4957,The Starry Messenger,2009-11-23,2009-11-23,By Ben Brantley,"All Those Lonely Souls, Each Under the Same Night Sky","This gentle, compassionate comic drama re-establishes Kenneth Lonergan as a possessor of all the crucial parts of a good dramatist’s anatomy.",https://www.nytimes.com/2009/11/24/theater/reviews/24starry.html,true,2009-11-23,2009-10-26,2009-12-19,"Matthew Broderick as Mark, Catalina Sandino Moreno as Angela,  J. Smith-Cameron as Anne, also Stephanie Cannon, Kieran Culkin, Merwin Goldsmith, Grant Shaud and Missy Yager   Starring Matthew Broderick, Stephanie Cannon, Kieran Culkin, Jonathan Hadary, Catalina Sandino Moreno, Grant Shaud, J. Smith-Cameron and Missy Yager",,The Starry Messenger,Theatre Row – Theatre Three
3059,The Stendhal Syndrome,2004-02-16,2004-02-17,By Ben Brantley,THEATER REVIEW; A Maestro Hears Music As Echoes of His Ego,"Ben Brantley reviews Primary Stages production of The Stendhal Syndrome, two one-act plays by Terrence McNally, directed by Leonard Foglia; Isabella Rossellini stars in Full Frontal Nudity and Richard Thomas and Rosselini star in Prelude and Liebestod; photos (M)",https://www.nytimes.com/2004/02/17/theater/theater-review-a-maestro-hears-music-as-echoes-of-his-ego.html,true,,,,,,,
6513,The Stone Witch,2018-03-25,2003-07-24,By D. J. R. Bruckner,THEATER IN REVIEW; Toil and Trouble At Double Speed,"D J R Bruckner reviews Classical Theater of Harlem production of Shakespeare's Macbeth, directed by Alfred Preisser (M)",https://www.nytimes.com/2003/07/24/theater/theater-in-review-toil-and-trouble-at-double-speed.html,true,,,,,,,
3048,The Story,2003-12-10,2001-11-03,By Bruce Weber,"THEATER REVIEW; Southern Stories, on the Stage and on Their Own","Bruce Weber reviews Everything That Rises Must Converge, three short stories by Flannery O'Connor that are directed by Karin Coonrod at New York Theater Workshop; photo (M)",https://www.nytimes.com/2001/11/03/theater/theater-review-southern-stories-on-the-stage-and-on-their-own.html,true,,,,,,,
6283,The Strange Undoing of Prudencia Hart,2016-12-13,2016-12-14,By Ben Brantley,Review: The Devil Went Down to Chelsea to See ‘Prudencia Hart’,"You can get there in a handbasket, but the route proposed by “The Strange Undoing of Prudencia Hart” is a lot more fun. And drinks are served.",https://www.nytimes.com/2016/12/13/theater/prudencia-hart-review.html,true,2016-12-13,2016-11-16,2017-04-23,,Written by David Greig; Directed by Wils Wilson; Musical direction by Alasdair Macrae,The Strange Undoing of Prudencia Hart,McKittrick Hotel
4762,The Strangerer,2008-07-13,2005-04-13,,A Stranger Arrives and Lifts the Gloom,"Reprint of Liesl Schillinger's August 16, 2004, review of Stewart Lemoine play Pith!, which has re-opened in New York (M)",https://www.nytimes.com/2005/04/13/theater/reviews/a-stranger-arrives-and-lifts-the-gloom.html,true,,,,,,,
6976,The Streets of New York,2021-12-14,2001-09-25,By Bruce Weber,"THEATER REVIEW; For a Play From the 60's, a Street With the Right Feel","Bruce Weber reviews Pearl Theater Co presentation of Eugene Ionesco's play Exit the King, directed by Joseph Hardy; photo (M)",https://www.nytimes.com/2001/09/25/theater/theater-review-for-a-play-from-the-60-s-a-street-with-the-right-feel.html,true,,,,,,,
4994,The Subject Was Roses,2010-04-18,2010-04-26,By Rachel Saltz,"Home From One War, Walking Into Another","The Pearl Theater Company’s production of “The Subject Was Roses,” an old-fashioned, well-made play, can’t help feeling a bit old-fashioned too.",https://www.nytimes.com/2010/04/27/theater/reviews/27subject.html,true,2010-04-18,2010-04-09,2010-05-09,,,The Subject Was Roses,City Center - Stage II
5275,The Submission,2011-09-27,2011-09-28,By Ben Brantley,He’s Written a Play. Who’s the Author?,Jeff Talbot’s play “The Submission” is a perky tale of racial pride and prejudice in the theater.,https://www.nytimes.com/2011/09/28/theater/reviews/the-submission-at-lucille-lortel-theater-review.html,true,2011-09-27,2011-09-08,2011-10-22,"Starring Jonathan Groff, Will Rogers, Eddie Kaye Thomas and Rutina Wesley","Written by Jeff Talbott, Directed by Walter Bobbie",The Submission,Lucille Lortel Theater
5740,The Substance of Fire,2014-04-27,1996-02-20,By Vincent Canby,THEATER REVIEW;A Dysfunctional Family In Divided South Africa,,https://www.nytimes.com/1996/02/20/theater/theater-review-a-dysfunctional-family-in-divided-south-africa.html,true,,,,,,,
2891,The Summer of the Swans,2003-07-23,2003-07-29,,Theater in Review,Reviews of `The Summer of the Swans' at the Lucille Lortel Theater; `Emergence-See!' at the Chasama Theater; `My Life in the Trenches' at the Abingdon Theater,https://www.nytimes.com/2003/07/29/arts/theater/theater-in-review.html,true,,,,,,,
5244,The Talls,2011-08-15,2002-07-18,By Lawrence Van Gelder,"THEATER REVIEW; The Pain of Loss, Assuaged by a Fresh Face","Lawrence Van Gelder reviews musical Sarah, Plain and Tall, book by Julia Jordan, lyrics by Nell Benjamin, music by Laurence O'Keefe; photo (S)",https://www.nytimes.com/2002/07/18/theater/theater-review-the-pain-of-loss-assuaged-by-a-fresh-face.html,true,,,,,,,
5371,The Taming of the Shrew,2012-03-25,2015-09-08,By Andy Webster,Review: ‘The Taming of the Shrew’ Is Given a Self-Reliant Update,A production by the Drilling Company at Bryant Park has sweetened some of the aftertaste of this play about a husband breaking the will of his hot-tempered wife.,https://www.nytimes.com/2015/09/09/theater/review-the-taming-of-the-shrew-is-given-a-self-reliant-update.html,true,2015-09-04,2015-09-04,2015-09-20,"Lukas Raphael as Lucentio, Mary Linehan as Bianca, Jonathan Eric Foster as Vincentio, Brandon Reilly as Biondello, Bill Galarno as Baptista, Michael Tyler as Hortensio, Michael Bernstein as Gremio, Jack Sochet as Pedant, Eric Paterniani as Grumio, Colleen Cosgrove as Widow, Jarrod Bates as Tranio and Eli Branson as Curtis",Written by William Shakespeare; Directed by Alessandro Colla,The Taming of the Shrew,Bryant Park
5849,The Taming of the Shrew,2014-07-10,2015-09-08,By Andy Webster,Review: ‘The Taming of the Shrew’ Is Given a Self-Reliant Update,A production by the Drilling Company at Bryant Park has sweetened some of the aftertaste of this play about a husband breaking the will of his hot-tempered wife.,https://www.nytimes.com/2015/09/09/theater/review-the-taming-of-the-shrew-is-given-a-self-reliant-update.html,true,2015-09-04,2015-09-04,2015-09-20,"Lukas Raphael as Lucentio, Mary Linehan as Bianca, Jonathan Eric Foster as Vincentio, Brandon Reilly as Biondello, Bill Galarno as Baptista, Michael Tyler as Hortensio, Michael Bernstein as Gremio, Jack Sochet as Pedant, Eric Paterniani as Grumio, Colleen Cosgrove as Widow, Jarrod Bates as Tranio and Eli Branson as Curtis",Written by William Shakespeare; Directed by Alessandro Colla,The Taming of the Shrew,Bryant Park
6183,The Taming of the Shrew,2016-06-14,2015-09-08,By Andy Webster,Review: ‘The Taming of the Shrew’ Is Given a Self-Reliant Update,A production by the Drilling Company at Bryant Park has sweetened some of the aftertaste of this play about a husband breaking the will of his hot-tempered wife.,https://www.nytimes.com/2015/09/09/theater/review-the-taming-of-the-shrew-is-given-a-self-reliant-update.html,true,2015-09-04,2015-09-04,2015-09-20,"Lukas Raphael as Lucentio, Mary Linehan as Bianca, Jonathan Eric Foster as Vincentio, Brandon Reilly as Biondello, Bill Galarno as Baptista, Michael Tyler as Hortensio, Michael Bernstein as Gremio, Jack Sochet as Pedant, Eric Paterniani as Grumio, Colleen Cosgrove as Widow, Jarrod Bates as Tranio and Eli Branson as Curtis",Written by William Shakespeare; Directed by Alessandro Colla,The Taming of the Shrew,Bryant Park
